date,text,Pump,Exchange,Coin,Notes
2019-05-13T18:58:12,"[{'type': 'bold', 'text': 'BTC final target before big correction is....'}, '\n', {'type': 'italic', 'text': 'anonymous poll'}, '\n\n8500 – 672\n👍👍👍👍👍👍👍 61%\n\n12,000🤪 – 253\n👍👍👍 23%\n\n10,000 – 183\n👍👍 17%\n\n👥 1108 people voted so far.']",,,,
2019-05-14T06:44:30,This is crazy 😂 We support crypto🚀🚀,,,,
2019-05-15T12:28:05,"Still a long way to go, but if we see a fast drop coming 4 hours or so, to 7600, than i think we will have an H&S on our hands that will take us to 6600. It's not likely at this point, but if we see a fast drop the 7600, very like to see it break and trigger an H&S. Just giving an headsup in case it happens",,,,
2019-05-20T12:36:29,"[{'type': 'hashtag', 'text': '#FET'}, ' WENT 2X AFTER OUR SIGNAL']",,,,
2019-05-29T20:57:42,"[{'type': 'bold', 'text': 'UPCOMING BINANCE PUMP UPDATE'}, '\n\nFELLOW MEMBERS, \nWE ARE SCHEDULING OUR NEXT BINANCE PUMP AS SOON AS WE SEE A GOOD OPPORTUNITY, THE BITCOIN PRICE HAS BEEN QUITE STABLE WHICH MEANS THAT THE CLIMATE IS LOOKING GOOD FOR A BINANCE PUMP EVENT.\n\nHAVE A GREAT DAY AND PREPARE YOURSELF FOR UPCOMING PUMP EVENT  WHICH WILL ANNOUNCE SHORTLY.\n\nSTAY TUNED\n\nTHE ', {'type': 'mention', 'text': '@TCGFORYOU'}, ' TEAM❤️']",,,,
2019-06-02T05:22:16,"['BINANCE PUMP CALL UPDATE...!\n\nDEAR MEMBERS,\n\nTHE WAIT IS OVER....!\n\nSINCE A LOT OF PEOPLE HAVE BEEN REQUESTING A PUMP CALL. AFTER A LONG DISCUSSION WITH THE PUMP CALL TEAM, WE DECIDED TO DO ORGANISING OUR PUMP CALL  BECAUSE THIS WAS HIGHLY REQUESTED.\n\nDETAILS FOR THE PUMP CALL :-\nEXCHANGE: BINANCE\nDATE:  02-06-2019\nTIME: 4 PM GMT\n\nSTAY TUNED\n\nTHE ', {'type': 'mention', 'text': '@TCGFORYOU'}, ' TEAM❣']",,,,
2019-06-02T07:28:14,"[""BINANCE PUMP UPDATE❗️\n\nTEAM, BE PREPARED FOR TODAYS'S PUMP ("", {'type': 'bold', 'text': 'DIP CALL'}, "") AT 4PM GMT TIME.\n\nSOME SWEET ALTS WE CAN PICK FROM THE BOTTOM AND PUMP TO THE HEAVENS!\n\nTHIS TIME WE'RE GOING TO SHARE A VERY UNDERVALUED COIN ("", {'type': 'bold', 'text': 'DIP CALL'}, "") WITH STRONG FUNDAMENTALS THAT CAN DO X2-3X ANYTIME THE MARKETS TURN GREEN. WE ONLY CHOOSE PROJECTS WITH GREAT POTENTIAL!\n\n🔥 TIP: TO MAKE THE MOST PROFITS IT'S IMPORTANT TO BE QUICK (ENTER EARLY & BUY THE DIPS) AND HAVE A STRONG STOMACH (DON'T SELL PREMATURELY).\n\nWE GUARANTEE ZERO PRE- PUMP AND THE PUMP IS FREE FOR ALL!!\n\n💰 GOAL: 50%+\n⏳ DATE/TIME: TODAY AT 4PM GMT TIME\n⚖  EXCHANGE: BINANCE\n\nPIN OUR CHANNEL ON TOP📌🔝\n\nGOOD LUCK TEAM 🍻""]",,,,
2019-06-02T08:06:22,,,,,
2019-06-02T14:00:15,"[{'type': 'bold', 'text': '4 hours Left Guys...!'}, '\n\n', {'type': 'italic', 'text': 'I do not need to tell more about Dip Call, the results will soon be in front of you.'}, '\n\n', {'type': 'bold', 'text': 'you must enter the trade early and be confident.'}, '\n\n', {'type': 'italic', 'text': 'And I want to remind you again that this time we are trying to do even more better.'}, '\n\nStay Tuned\n\n', {'type': 'bold', 'text': 'The Dip Call Team'}]",,,,
2019-06-02T17:00:07,"[{'type': 'bold', 'text': 'Guys be Ready...!\n\n'}, {'type': 'hashtag', 'text': '#Binance_Dip_Call'}, ' ', {'type': 'italic', 'text': 'Coming Soon....\n\n'}, {'type': 'bold', 'text': 'Only 60 Minutes Left'}]",,,,
2019-06-02T17:45:07,"[{'type': 'bold', 'text': 'Just 15 Mins Left...!\n\n'}, {'type': 'italic', 'text': 'Are you with us to make history again ?\n\n'}, 'Let’s join and Lead the GLOBAL FOMO AGAIN!!\n\n', {'type': 'bold', 'text': 'The Dip Call team'}, '']",,,,
2019-06-02T17:55:08,"[{'type': 'bold', 'text': '05 Mins Left...\n\n'}, {'type': 'italic', 'text': 'NEXT POST COIN NAME ‼️\n\n'}, 'If you want to make some sweet BTC profits, you must enter the ', {'type': 'bold', 'text': 'Dip Call'}, ' early and be confident.']",,,,
2019-06-02T18:00:10,"['THE COIN NAME IS  ', {'type': 'hashtag', 'text': '#PIVX'}, '\n\nOUR TARGETS!! IS HERE - ', {'type': 'bold', 'text': '35%|50%| 65% Moon 🚀'}, '']",1,binance,pivx/btc,
2019-06-02T18:02:00,"[{'type': 'hashtag', 'text': '#PIVX'}, '\n\n🎯 Development :(New Wallet UI/UX)\n\n🎯 Integration Such as (Ledger Nano S & Trezor)']",,,,
2019-06-02T19:10:28,"[{'type': 'bold', 'text': 'Note'}, ' :-  📝: ', {'type': 'hashtag', 'text': '#PIVX'}, ' is in ', {'type': 'bold', 'text': 'bottom right now .'}, ' \nNo matter ware you bought this coin it will jump sooner .\nAs we can see PIVX looking at good buying zone in 1 day chart as well. \n\n', {'type': 'italic', 'text': 'As we know that few are in profit and few are just holding it . Holdi it will make sure profit in coming days.'}, '']",,,,
2019-06-02T19:12:54,"[""Also Wanted To Let You Know That.....\n\nVIP's Get This  Dip Signal Few seconds Earlier Than Public Channel\n\nSo IF You Want to Become a Part of Our VIP Club, Then You Can Join Too ✅ \n\nContact - "", {'type': 'mention', 'text': '@Robert_Wu'}, '']",,,,
2019-06-03T21:54:51,"[{'type': 'hashtag', 'text': '#RCN'}, ' (BINANCE)\n\nBUY: 390 SAT\n\nSELL: 420  440  470  500 SAT']",,,,
2019-06-05T07:20:17,"[{'type': 'hashtag', 'text': '#VIA'}, ' (BINANCE)\n\nBUY: 676 SAT\n\nSELL: 720  740  770  800 SAT']",,,,
2019-06-05T13:04:05,"['MUST BUY ', {'type': 'hashtag', 'text': '#OST'}, ' (BINANCE)\n\nCURRENT PRICE IS 345\n\nBUY : 340-345\n\nSELL: 360-375-400+']",,,,
2019-06-05T15:13:26,"[{'type': 'hashtag', 'text': '#OST'}, ' IS READY FOR THE MOONSHOT🚀']",,,,
2019-06-05T21:01:15,TARGET 1 SUCCESSFUL✅,,,,
2019-06-07T06:42:50,TARGET 1 SUCCESSFUL✅,,,,
2019-06-08T18:06:18,"[{'type': 'hashtag', 'text': '#OST'}, ' TARGET 2 SUCCESSFUL✅\nPROFIT MORE THAN 10% 🤑🤑']",,,,
2019-06-08T18:20:15,"['MUST BUY ', {'type': 'hashtag', 'text': '#GVT'}, ' (BINANCE)\n\nFORMING BULL FLAG PATTERN🚀\n\nCURRENT PRICE IS 4700\n\nBUY : ', {'type': 'phone', 'text': '4670-4720'}, '\n\nSELL: 5040-5350-5700+']",,,,
2019-06-09T17:32:40,"[{'type': 'hashtag', 'text': '#STEEM'}, ' (BINANCE)\n\nBUY: 5000 SAT\n\nSELL: 5%-10%-15%+']",,,,
2019-06-09T19:57:57,"['BUY ', {'type': 'hashtag', 'text': '#CELR'}, ' (BINANCE)\n\nCURRENT PRICE IS 236\n\nBUY : 225-235\n\nSELL: 7%-10%-15%+']",,,,
2019-06-10T06:39:04,"[{'type': 'hashtag', 'text': '#STEEM'}, ' TARGET 1 SUCCESSFUL✅\nPROFIT MORE THAN 5% 🤑🤑']",,,,
2019-06-10T16:05:44,"[{'type': 'hashtag', 'text': '#VIA'}, ' TARGET 2 SUCCESSFUL✅\nPROFIT MORE THAN 10% 🤑🤑']",,,,
2019-06-11T09:48:12,"[{'type': 'hashtag', 'text': '#CELR'}, ' TARGET 2 SUCCESSFUL✅\nPROFIT MORE THAN 10% 🤑🤑']",,,,
2019-06-11T20:30:12,"[{'type': 'hashtag', 'text': '#RCN'}, ' TARGET 1 SUCCESSFUL✅\nPROFIT MORE THAN 8% 🤑🤑']",,,,
2019-06-11T20:30:32,"[{'type': 'hashtag', 'text': '#STEEM'}, ' TARGET 2 SUCCESSFUL✅\nPROFIT MORE THAN 10% 🤑🤑']",,,,
2019-06-12T18:40:12,"[{'type': 'hashtag', 'text': '#BTC'}, ' LOOKING BULLISH IN SHORT TERM']",,,,
2019-06-13T22:10:30,"[{'type': 'hashtag', 'text': '#MFT'}, ' (BINANCE) \n\nBUY: 40 SAT\n\nSELL : ', {'type': 'phone', 'text': '42-44-47-50'}, '+']",,,,
2019-06-13T22:11:21,"[{'type': 'hashtag', 'text': '#BTC'}, ' NOW PUMPING 🚀']",,,,
2019-06-14T08:29:38,"[{'type': 'hashtag', 'text': '#VIA'}, ' TARGET 3 SUCCESSFUL✅\nPROFIT MORE THAN 13% 🤑🤑']",,,,
2019-06-19T20:29:46,"[{'type': 'hashtag', 'text': '#OAX'}, ' (BINANCE) \n\nBUY: 2470 SAT\n\nSELL : 2600-2700-2760-2800+']",,,,
2019-06-19T20:30:28,"['BUY ', {'type': 'hashtag', 'text': '#KNC'}, ' (BINANCE)\n\nCURRENT PRICE IS 2910\n\nBUY : ', {'type': 'phone', 'text': '2850-2900'}, '\n\nSELL: 7%-10%-15%+']",,,,
2019-06-19T20:32:20,"[{'type': 'hashtag', 'text': '#RDN'}, ' (BINANCE) \n\nBUY: 4000 SAT\n\nSELL : 4200-4400-4750-5000+']",,,,
2019-06-21T09:29:25,"[{'type': 'hashtag', 'text': '#RDN'}, ' TARGET 2 SUCCESSFUL✅\nPROFIT MORE THAN 10% 🤑🤑']",,,,
2019-06-21T19:48:31,"[{'type': 'hashtag', 'text': '#NPXS'}, ' (BINANCE)\n\nBUY: 8 SAT\n\nSELL: 9-10-11-12-13+']",,,,
2019-06-22T07:00:43,"[{'type': 'bold', 'text': 'Hello Folks,'}, '\nOur next pump will be on ', {'type': 'link', 'text': 'https://international.bittrex.com'}, '\nAll details will be announced soon and we are expecting to make a very big splash. \n\n', {'type': 'bold', 'text': 'HOW WE PUMP (READ CAREFULLY):'}, '\n- The date and time of the pump will be announced very soon. (Our team is constantly analyzing the charts to find coins with the highest potential gain).\n- Once the coin is announced, buy in small increments over an hour. This is to emulate natural buying behavior which will attract more buyers. \n- If you happen to make a profit initially, DO NOT SELL YET! HODL to increase the price up even more. We have a reserve fund to eat through sell walls so price will jump up nicely.\n- After an hour of buying, our coin will make it to the front page of ', {'type': 'link', 'text': 'https://international.bittrex.com'}, ' , and FOMO buyers will start flooding in. In addition we will promote the coin on Facebook, Twitter, Reddit and Telegram via paid ads. This is to build additional “hype” for the coin, and attract more FOMOS. (We’ve done this many times and it works like a charm with small market cap coins)\n- Once the FOMOS buy in, the price usually jumps another 100-200%. NOW is the time to start dumping for profit!\n- Remember, DO NOT dump on each other. That ruins it for everyone and will not attract any FOMOS. If we all HODL and wait 1hour, the price will shoot up even more.  \n\nBe ready with your funds on ', {'type': 'link', 'text': 'https://international.bittrex.com'}, ' Stay tuned for the first PUMP announcement!']",,,,
2019-06-22T13:21:00,"[{'type': 'cashtag', 'text': '$BTC'}, ' is making savage move🚀\nwe will announce bittrex pump details shortly\n\nStay tuned']",,,,
2019-06-22T20:41:59,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-06-24T07:46:24,"[{'type': 'bold', 'text': 'BITTREX PUMP🚀'}, '\n\nGuys, the excited moment is near so be ready to grab more & more profit.\n\nDate: ', {'type': 'phone', 'text': '25-06-2019'}, ' \nTime: 4 PM GMT \nAdvantage: Free-for-all (FFA)\nExchange: BITTREX\n\nPump concept is to buy and hold and attract other small-big investors in the coin by active promotions, Pump is a fast game, if you are not able to make money in Pumps. HODL is the thing for you As usual, we guarantee zero pre-pump.\n\nAs a channel member, you are also requested to promote this upcoming pump actively on crypto groups and make this big, bigger, biggest as pumps ARE WIN-WIN FOR EVERYONE!!\n\n', {'type': 'bold', 'text': 'ACT WISE & EARN MORE'}, '\n------------------------------------------']",,,,
2019-06-24T19:24:14,"Less than 23 hours left 🚀

Transfer funds to BITTREX team. 

At 4PM GMT time, we're going to share a strong coin with all of you!

Please, read the pinned post for all details!",,,,
2019-06-24T21:39:21,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-06-25T06:01:13,"[""Only 12 hours left Team..!\n\nRemember: To make some sweet BTC profits, enter the trade early and don't worry, we'll share the same call again in the future until we reach the target!\n\nRead the pinned post for details.\n"", {'type': 'hashtag', 'text': '#StayTuned'}]",,,,
2019-06-25T12:02:00,"6 hours left Team..🚀
Make sure that you have BTC on BITTREX",,,,
2019-06-25T17:47:00,"15 minutes🚀

Are you ready??? Remember to make sure your buys are executed tonight and not stuck in order! To the Moon🌒",,,,
2019-06-25T18:00:03,"Final 2 Minutes..
Login to Bittrex
Keep your BTC ready 
Next message will be the coin 🚀🚀",,,,
2019-06-25T18:02:02,"['Coin Name : SLR \n\nCoin Link : ', {'type': 'link', 'text': 'https://international.bittrex.com/Market/Index?MarketName=BTC-SLR'}, '\n\nTargets : 100%-150%-200%']",1,bittrex,slr/btc,
2019-06-25T18:02:29,"['top gainer on Bittrex!🔝🚀🚀\n', {'type': 'hashtag', 'text': '#HODL'}, ' ', {'type': 'hashtag', 'text': '#HODL'}, ' ', {'type': 'hashtag', 'text': '#HODL'}, '']",,,,
2019-06-25T18:03:07,Ride the waves 🚀,,,,
2019-06-25T18:03:41,We are on top 🚀🚀,,,,
2019-06-25T18:09:36,"['The ', {'type': 'hashtag', 'text': '#HODL'}, ' is still going, be sure to keep riding the waves.']",,,,
2019-06-30T17:54:45,"BITTREX PUMP🚀

Guys, the excited moment is near so be ready to grab more & more profit.

Date: 01-07-2019 
Time: 4 PM GMT 
Advantage: Free-for-all (FFA)
Exchange: BITTREX

Pump concept is to buy and hold and attract other small-big investors in the coin by active promotions, Pump is a fast game, if you are not able to make money in Pumps. HODL is the thing for you As usual, we guarantee zero pre-pump.

As a channel member, you are also requested to promote this upcoming pump actively on crypto groups and make this big, bigger, biggest as pumps ARE WIN-WIN FOR EVERYONE!!

ACT WISE & EARN MORE
------------------------------------------",,,,
2019-06-30T17:54:48,,,,,
2019-06-30T18:03:45,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-07-01T12:03:05,"6 hours left Team..🚀
Make sure that you have BTC on BITTREX",,,,
2019-07-01T15:32:03,"2 hours and 30 minutes left for epic Monday pump

Let's wake up the alts market🚀🚀",,,,
2019-07-01T17:02:17,"1 hour until the pump🚀

Remember to be logged in nice and early, the pump will be gonna epic.",,,,
2019-07-01T17:47:01,"15 minutes🚀

Are you ready??? Remember to make sure your buys are executed tonight and not stuck in order! To the Moon🌒",,,,
2019-07-01T17:52:15,10 minutes to go🚀,,,,
2019-07-01T18:00:14,"Final 2 Minutes..
Login to Bittrex
Keep your BTC ready 
Next message will be the coin 🚀🚀",,,,
2019-07-01T18:02:24,"['Coin Name : SEQ\n\nCoin Link : ', {'type': 'link', 'text': 'https://international.bittrex.com/Market/Index?MarketName=BTC-SEQ'}, '\n\nTargets : 50%-100%-150%']",1,bittrex,seq/btc,
2019-07-01T18:02:44,Top gainer🚀,,,,
2019-07-01T18:03:50,"['top gainer on Bittrex!🔝🚀🚀\n', {'type': 'hashtag', 'text': '#HODL'}, ' ', {'type': 'hashtag', 'text': '#HODL'}, ' ', {'type': 'hashtag', 'text': '#HODL'}, '']",,,,
2019-07-01T18:07:31,keep promoting hard we went way over goal!,,,,
2019-07-01T18:22:27,"[{'type': 'hashtag', 'text': '#SEQ'}, ' ', {'type': 'bold', 'text': 'PUMP RESULTS: '}, '\nStart Price: 140\nPeak Price: 225\nGain: 60%']",,,,
2019-07-01T18:22:43,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-07-07T19:51:46,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-07-18T19:05:05,"['BITTREX PUMP🚀\n\nGuys, the excited moment is near so be ready to grab more & more profit.\n\nDate: ', {'type': 'phone', 'text': '20-07-2019'}, ' \nTime: 4 PM GMT \nAdvantage: Free-for-all (FFA)\nExchange: BITTREX\n\nPump concept is to buy and hold and attract other small-big investors in the coin by active promotions, Pump is a fast game, if you are not able to make money in Pumps. HODL is the thing for you As usual, we guarantee zero pre-pump.\n\nAs a channel member, you are also requested to promote this upcoming pump actively on crypto groups and make this big, bigger, biggest as pumps ARE WIN-WIN FOR EVERYONE!!\n\nACT WISE & EARN MORE\n------------------------------------------']",,,,
2019-07-18T19:05:29,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-07-20T15:10:53,"📍Guys ! as we seen that most of coins jumping and dumping, so as for our followers safety reason, we are canceled our Bittrex Pump

Once the market get stable than we will organise pump for you all

Stay tuned 📌",,,,cancelled
2019-07-26T10:09:04,"['Announcement ‼️\n\nRestarting Binance signals on both of our free & paid channel\nALTs are showing some significant growth from over last few days & now it looks everything getting settled & trading on ALTs looks a bit safe. 🤑\n\nSo we will be sharing Binance signals on regular basis from now on.\nFollow these steps for not missing any calls :\n\n', {'type': 'hashtag', 'text': '#Unmute'}, ' &\n', {'type': 'hashtag', 'text': '#Pin_channel_on_top'}, '\n\nRegards\nTrading Crypto Guide']",,,,
2019-07-26T10:12:16,"[{'type': 'hashtag', 'text': '#POE'}, ' (Binance)\n\nBuy : ', {'type': 'bold', 'text': '36-37\n'}, 'Sell : ', {'type': 'bold', 'text': '39 | 41 | 43 | 45\n\n'}, 'StopLoss : ', {'type': 'bold', 'text': '34'}]",,,,
2019-07-27T14:30:57,"[{'type': 'hashtag', 'text': '#SKY'}, ' (Binance)\n\nBuy : ', {'type': 'bold', 'text': '130-127'}, '\nSell : ', {'type': 'bold', 'text': '136 | 142 | 149 | 155'}, '\n\nStopLoss : ', {'type': 'bold', 'text': '-6%'}]",,,,
2019-07-27T14:38:30,"[{'type': 'hashtag', 'text': '#POE'}, ' \n\nFirst target done ✅\nPrice reached ', {'type': 'bold', 'text': '39'}, '\nWithin few hours ‼️']",,,,
2019-07-27T15:52:50,"[{'type': 'hashtag', 'text': '#LOOM'}, ' (Binance)\n\nBuy : ', {'type': 'bold', 'text': '425-437'}, '\nSell : ', {'type': 'bold', 'text': '460 | 480 | 500 | 520'}, '\n\nStopLoss : ', {'type': 'bold', 'text': '413'}, '\nBreakout : ', {'type': 'bold', 'text': '470'}]",,,,
2019-07-27T16:23:53,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-07-28T07:56:24,"[{'type': 'hashtag', 'text': '#BTT'}, ' (Binance)\n\nbuy & hold\n\nBuy : ', {'type': 'bold', 'text': '8'}, '\nSell : ', {'type': 'bold', 'text': '9 | 10 | 11 | 12'}]",,,,
2019-07-28T08:28:50,"[{'type': 'hashtag', 'text': '#VIB'}, ' (Binance)\n\nBuy : ', {'type': 'bold', 'text': '290'}, '\nSell : ', {'type': 'bold', 'text': '305 | 320 | 335 | 350'}, '\n\nStopLoss : ', {'type': 'bold', 'text': '279'}]",,,,
2019-07-28T13:45:44,"Hey subs,

Hope you are doing great
We have good news for you,
We will be sharing our VIP calls with you guys for next few days. 

Take amazing profits from our premium calls & increase your portfolio.
if you like our service you can do join our VIP channel in coming days.
Till then enjoy your profits ‼️",,,,
2019-07-28T14:35:22,"[{'type': 'hashtag', 'text': '#WAN'}, ' (Binance)\n\nscalp trade 🔥\n\nBuy : ', {'type': 'bold', 'text': '280-290'}, '\nSell : ', {'type': 'bold', 'text': '5% | 10% | 15%'}, '\n\nStopLoss : ', {'type': 'bold', 'text': '268'}, '']",,,,
2019-07-29T07:50:17,"[{'type': 'hashtag', 'text': '#VIB'}, '\n\nReached 306\nFirst target done ✅\n5% profit ‼️\nWithin few hours']",,,,
2019-07-29T09:50:08,"[{'type': 'hashtag', 'text': '#WAN'}, '\n\nReached ', {'type': 'bold', 'text': '306'}, '\nFirst target done ✅\n', {'type': 'bold', 'text': '5%'}, ' profit ‼️\nWithin few hours']",,,,
2019-07-29T09:50:09,"[{'type': 'hashtag', 'text': '#NPXS'}, ' (Binance)\n\nBuy : ', {'type': 'bold', 'text': '5'}, '\nSell : ', {'type': 'bold', 'text': '7 | 8 | 9 | 10'}]",,,,
2019-07-29T21:26:00,"[{'type': 'hashtag', 'text': '#NPXS'}, ' \n\nLive price 7\nFirst target done ✅\n40% profit ‼️\nWithin few hours\n\nHold for mid term to get all targets done.']",,,,
2019-08-01T14:42:45,"[{'type': 'hashtag', 'text': '#AST'}, ' (Binance)\n\nBuy : 398', {'type': 'bold', 'text': '-420\n'}, 'Sell : ', {'type': 'bold', 'text': '445 | 460 | 480 | 500+\n\n'}, 'StopLoss : ', {'type': 'bold', 'text': '390'}]",,,,
2019-08-03T17:50:23,"ALTs market is crashing badly and BTC is running out of way.

Better to stay in BTC ‼️

That's why we are not sharing much calls for now. Once market looks good to be traded we will post here.

Regards
Trading Crypto Guide",,,,
2019-08-06T19:33:48,"[{'type': 'mention', 'text': '@everyone'}, ' Pump Announcement\n\nNext pump: Tuesday 13 August 20:00 GMT\n\nExchange : <', {'type': 'link', 'text': 'https://www.binance.com/'}, '>\nPairing : BTC\n \nPUMP WILL BE UNRANKED (Free for all), ALL PUMPERS WILL RECEIVE COIN SIGNAL AT THE SAME TIME.\n\nBitcoin is doing great and giving us amazing opportunities to pump!']",,,,
2019-08-07T14:45:31,"[{'type': 'bold', 'text': 'Make sure to invite your friends✌️'}, '\nLink: ', {'type': 'link', 'text': 't.me/TCGFORYOU'}, '']",,,,
2019-08-09T21:34:42,"[{'type': 'hashtag', 'text': '#RDN'}, '\n\nReached ', {'type': 'bold', 'text': '2032'}, '\n1st, 2nd & 3rd targets done ✅\n', {'type': 'bold', 'text': '16% profit'}, ' ‼️']",,,,
2019-08-12T22:00:03,"['24 hours left until BINANCE PUMP EVENT 🚀\n\nExchange : ', {'type': 'link', 'text': 'https://binance.com/'}, '\nPairing : BTC\n\nPUMP IS FREE FOR ALL. ALL PUMPERS RECEIVE COIN SIGNAL AT THE SAME TIME VIA OUR BOT.\n\nAs promised we are going above and beyond AGAIN for this pump and have secured promotion of our signal to 100,000+ social media accounts.\nWe expect great initial volume and even greater follow up volume to send the coin to 30-40-50% or even more!\nMake sure you buy in quickly to get the best available price, we reccomend a market buy with up to 75% of your available BTC, do not use 100% as it may cause the sale to fail while price is rising.']",,,,
2019-08-13T13:00:28,"[{'type': 'mention', 'text': '@everyone'}, ' 9 hours left for the pump👍']",,,,
2019-08-13T21:01:01,"['🚀 1 hour left before the pump! ', {'type': 'mention', 'text': '@everyone'}, ' Make sure you help promote the coin during the pump!']",,,,
2019-08-13T21:55:03,"Only 5 minutes to go.

Next post will be the coin name! 

Be very ready guys. Login Binance and keep an eye here 🚀",,,,
2019-08-13T22:00:03,"[{'type': 'link', 'text': 'https://bit.ly/2KvwnFo1'}, '\nExected gain: 40-70%']",1,binance,cvc/btc,
2019-08-16T17:24:04,"[{'type': 'link', 'text': 'https://twitter.com/bakkt/status/1162381503982112769?s=21'}]",,,,
2019-08-16T18:35:30,25 minutes left for signal🚀,,,,
2019-08-16T18:39:53,Be ready with your binance account,,,,
2019-08-16T18:59:50,"['Coin name  SNT\n\n', {'type': 'link', 'text': 'https://www.binance.com/en/trade/SNT_BTC'}]",1,binance,snt/btc,
2019-08-16T19:00:37,"['Buy fast ', {'type': 'hashtag', 'text': '#SNT'}]",,,,
2019-08-16T19:05:56,We managed to pump only 10% because many members didn't buy due to BTC pumping,,,not happy,
2019-08-16T19:06:05,We will announce next big pump shortly,,,,
2019-08-16T19:06:08,Stay tuned,,,,
